1,34464,1,33246,78
2,31720,1,32815.7,78
3,31720,0,32550.3,80
4,29800,1,31988.7,79
5,29800,0,31412.1,80
6,29800,0,30886.3,79
7,29800,0,30475.5,78
8,29642,1,30174.4,79
9,29642,0,29967.2,78
10,29642,0,29672.4,80
11,29057,1,29454,77
12,29057,0,29302.6,77
13,29057,0,29030.9,78
14,29057,0,28562,79
15,27250,1,28151.4,77
16,27180,1,27856.2,79
17,27180,0,27631,80
18,27136,1,27351.9,77
19,26272,1,27089.9,79
20,26272,0,26755,79
21,26272,0,26511.5,77
22,25798,1,26287.9,78
23,25798,0,26089.8,77
24,25334,1,25864.7,78
25,25110,1,25657.8,78
26,25110,0,25408,75
27,24996,1,25092.9,79
28,24854,1,24927.9,77
29,24121,1,24846.7,76
30,24121,0,24653.1,79
31,24121,0,24563.3,78
32,24121,0,24443.4,77
33,23940,1,24220,78
34,23399,1,24022.9,77
35,23399,0,23893.2,79
36,23399,0,23775.2,76
37,23399,0,23541,77
38,23399,0,23415,74
39,23272,1,23329.1,78
40,23025,1,23191.9,76
41,22594,1,23093.8,76
42,22363,1,22924.2,77
43,22363,0,22841.6,79
44,22363,0,22789.8,77
45,22363,0,22749.8,77
46,22037,1,22749.1,78
47,22003,1,22624.3,77
48,21775,1,22578.5,75
49,21775,0,22389.4,78
50,21775,0,22340.9,73
51,21609,1,22224.9,76
52,21609,0,22132.5,76
53,21609,0,22058.3,75
54,21609,0,21983.6,76
55,21609,0,21971.7,77
56,21609,0,21848.3,78
57,21404,1,21846.1,79
58,21404,0,21832,76
59,21404,0,21768.6,77
60,21008,1,21700.6,75
61,21008,0,21651.5,76
62,21008,0,21587.8,77
63,21008,0,21557.2,76
64,21008,0,21520.2,75
65,21008,0,21457.5,78
66,21008,0,21406.9,80
67,20769,1,21323.6,74
68,20769,0,21327.7,78
69,20769,0,21263.7,78
70,20769,0,21251.4,78
71,20477,1,21110.6,77
72,20477,0,21048.5,77
73,20289,1,21032.4,78
74,20289,0,20941.9,78
75,20289,0,20779.5,79
76,20110,1,20731.3,74
77,20110,0,20695.7,74
78,20110,0,20704.1,78
79,20110,0,20700.9,78
80,20110,0,20663.6,77
81,20110,0,20524.8,74
82,19833,1,20464.4,78
83,19833,0,20469.6,78
84,19632,1,20421.6,76
85,19632,0,20334.2,78
86,19632,0,20284.7,80
87,19632,0,20148.8,77
88,19587,1,19941.3,77
89,19130,1,19753.1,80
90,19130,0,19643.4,77
91,19033,1,19598.5,79
92,19033,0,19512.8,77
93,19033,0,19414.5,76
94,19033,0,19361.6,77
95,19033,0,19335.9,79
96,18612,1,19396.3,78
97,18612,0,19379.6,75
98,18612,0,19337.4,78
99,18612,0,19140.5,78
100,18612,0,19006.6,78
101,18435,1,18930.2,75
102,18435,0,18883,80
103,18085,1,18818.7,77
104,18085,0,18771.3,74
105,18085,0,18754.9,75
106,18085,0,18667.9,76
107,18085,0,18525,75
108,17850,1,18442.1,75
109,17844,1,18415.6,71
110,17844,0,18421,77
111,17844,0,18373.4,80
112,17844,0,18314.5,78
113,17785,1,18315,75
114,17785,0,18362,80
115,17785,0,18340.8,75
116,17785,0,18313.7,77
117,17732,1,18269.9,79
118,17732,0,18299.5,79
119,17732,0,18366.3,79
120,17732,0,18368.3,79
121,17732,0,18305.5,76
122,17732,0,18295.4,77
123,17732,0,18262,78
124,17732,0,18317,77
125,17732,0,18361.8,77
126,17732,0,18401.4,79
127,17726,1,18403.6,79
128,17726,0,18412.1,79
129,17726,0,18450.3,76
130,17726,0,18459.8,77
131,17726,0,18386.2,76
132,17726,0,18346.3,77
133,17726,0,18287.8,77
134,17726,0,18296.2,74
135,17726,0,18261.3,78
136,17726,0,18173.3,76
137,17566,1,18048.4,77
138,17566,0,17989.3,78
139,17466,1,17980.5,74
140,17466,0,17978.2,76
141,17466,0,17931.2,76
142,17466,0,17792.9,78
143,17193,1,17691.1,76
144,17193,0,17626.8,75
145,17193,0,17537.5,79
146,16903,1,17493.4,76
147,16903,0,17438.7,77
148,16903,0,17350.4,78
149,16903,0,17245.4,75
150,16903,0,17152.7,77
151,16903,0,17100.4,76
152,16903,0,17107,74
153,16903,0,17069,71
154,16727,1,17120.2,75
155,16727,0,17108.8,76
156,16727,0,17036.2,78
157,16568,1,17013.2,75
158,16568,0,17043.2,74
159,16568,0,17006.1,77
160,16568,0,17014.3,74
161,16568,0,17015.3,76
162,16516,1,16983.2,74
163,16516,0,16934.8,73
164,16465,1,16875.1,76
165,16465,0,16821.8,73
166,16465,0,16736.3,74
167,16317,1,16683.2,72
168,16317,0,16740.9,76
169,16195,1,16746.1,79
170,16195,0,16685.2,79
171,16195,0,16642,75
172,15955,1,16650.8,77
173,15955,0,16557.6,78
174,15955,0,16579.7,77
175,15955,0,16432.6,77
176,15805,1,16291.1,79
177,15805,0,16173.7,75
178,15647,1,16131.3,74
179,15647,0,16097.4,77
180,15647,0,16054.8,71
181,15647,0,16077.9,71
182,15572,1,16032.4,72
183,15572,0,15902.7,74
184,15572,0,15852.2,70
185,15425,1,15755.1,69
186,15425,0,15710.9,73
187,15425,0,15738.2,72
188,15375,1,15703,75
189,15375,0,15636.2,77
190,15231,1,15610,72
191,15231,0,15583.1,75
192,15183,1,15541.9,74
193,15183,0,15520.9,73
194,15183,0,15452.6,76
195,15137,1,15453.3,77
196,15137,0,15458.8,77
197,15137,0,15447.6,77
198,15019,1,15409.8,77
199,15019,0,15483.9,75
200,15019,0,15452.8,78
201,15019,0,15472.2,78
202,14934,1,15480.5,76
203,14934,0,15420.9,76
204,14934,0,15438.2,78
205,14934,0,15489.4,78
206,14934,0,15403.1,78
207,14934,0,15421.3,72
208,14934,0,15445,75
209,14934,0,15395.5,75
210,14788,1,15406.5,77
211,14788,0,15408.9,75
212,14788,0,15326.1,76
213,14788,0,15239.4,73
214,14788,0,15202,76
215,14788,0,15187.7,75
216,14786,1,15177.6,74
217,14786,0,15156,76
218,14786,0,15115.5,75
219,14786,0,15070.7,76
220,14646,1,15025.8,76
221,14646,0,14972.5,76
222,14586,1,15035.8,77
223,14586,0,15107.5,75
224,14586,0,15062.3,78
225,14586,0,15054.1,74
226,14406,1,15016.5,75
227,14406,0,14989.2,78
228,14406,0,14973.4,76
229,14406,0,15030.9,79
230,14406,0,14994.8,77
231,14406,0,14978.7,76
232,14406,0,14914.5,78
233,14244,1,14854.9,75
234,14216,1,14894.9,79
235,14175,1,14901.5,77
236,14175,0,14912,77
237,14175,0,15055.6,78
238,14049,1,15052.9,80
239,14049,0,14963.7,77
240,14049,0,14956.9,79
241,14049,0,14894.7,77
242,14049,0,14788.2,79
243,14049,0,14668.1,77
244,14049,0,14563.1,74
245,14049,0,14480.4,74
246,14049,0,14419.9,72
247,14049,0,14399.7,74
248,14049,0,14424.9,72
249,14049,0,14397.5,73
250,14049,0,14426.6,71
251,14025,1,14405.7,75
252,14025,0,14399,77
253,14025,0,14374.9,77
254,13952,1,14376.9,75
255,13952,0,14401.7,73
256,13952,0,14410.7,74
257,13848,1,14419.2,75
258,13848,0,14377.5,78
259,13848,0,14286.4,74
260,13848,0,14285.9,75
261,13848,0,14209.4,74
262,13832,1,14179.2,76
263,13832,0,14229.7,76
264,13809,1,14259.2,71
265,13809,0,14270.5,75
266,13809,0,14241,72
267,13809,0,14258.3,74
268,13701,1,14232,79
269,13701,0,14212.1,76
270,13701,0,14172.8,76
271,13701,0,14163.5,76
272,13701,0,14115.5,75
273,13701,0,14051.4,74
274,13683,1,14112.5,77
275,13683,0,14014.1,76
276,13586,1,14078,76
277,13586,0,14066.8,76
278,13586,0,14071.6,78
279,13464,1,14026,78
280,13464,0,14033.6,77
281,13464,0,13988.4,74
282,13464,0,13997.5,73
283,13464,0,14010.6,79
284,13464,0,14035.8,79
285,13464,0,14001.3,80
286,13464,0,13971.5,77
287,13464,0,13921.9,76
288,13451,1,13910.3,77
289,13451,0,13900.6,75
290,13451,0,13866,75
291,13451,0,13786.9,74
292,13377,1,13749,76
293,13377,0,13697.2,73
294,13360,1,13691.1,74
295,13360,0,13698,77
296,13305,1,13727.8,79
297,13305,0,13710.6,75
298,13268,1,13733,74
299,13268,0,13746.8,77
300,13268,0,13713.3,75
301,13211,1,13760.1,75
302,13211,0,13796,79
303,13211,0,13754.8,74
304,13211,0,13732.6,75
305,13201,1,13695.4,78
306,13201,0,13669.7,73
307,13201,0,13673.5,75
308,13175,1,13689.7,78
309,13175,0,13646.7,78
310,13175,0,13624.9,79
311,13175,0,13702.4,80
312,13085,1,13770.8,78
313,13085,0,13731.7,78
314,13085,0,13661.4,74
315,12964,1,13649.9,79
316,12964,0,13609.3,77
317,12938,1,13503.5,75
318,12938,0,13479.4,75
319,12938,0,13453,77
320,12908,1,13417.9,78
321,12908,0,13411.8,75
322,12908,0,13375.5,73
323,12908,0,13342.2,78
324,12908,0,13320.1,76
325,12904,1,13294,73
326,12904,0,13227.3,78
327,12680,1,13191.1,76
328,12680,0,13173.8,77
329,12680,0,13159.8,76
330,12680,0,13102.5,77
331,12680,0,13070.9,74
332,12640,1,13084.6,73
333,12640,0,13097.7,75
334,12640,0,13053.8,76
335,12640,0,13035.8,76
336,12640,0,12939.2,73
337,12548,1,12864.9,74
338,12548,0,12921.4,69
339,12548,0,12912.8,72
340,12548,0,12916,72
341,12548,0,12877.4,73
342,12548,0,12849.7,74
343,12548,0,12845.7,76
344,12524,1,12864,79
345,12524,0,12889.2,78
346,12371,1,12906.2,78
347,12371,0,12783.7,79
348,12371,0,12748.6,72
349,12371,0,12711.1,77
350,12365,1,12681.8,75
351,12365,0,12669.5,75
352,12365,0,12623.4,72
353,12324,1,12662.9,72
354,12324,0,12667.6,74
355,12324,0,12661.9,76
356,12271,1,12656,72
357,12271,0,12667.8,77
358,12266,1,12625.7,74
359,12266,0,12541.5,73
360,12246,1,12557.9,75
361,12246,0,12527.1,74
362,12151,1,12527.5,74
363,12151,0,12489.8,77
364,12151,0,12450.1,76
365,12151,0,12442.1,74
366,12090,1,12431.9,77
367,12090,0,12446.4,79
368,12090,0,12472.1,74
369,12090,0,12470.8,75
370,12053,1,12501.5,73
371,12053,0,12460,77
372,12041,1,12448.6,75
373,12041,0,12462.9,75
374,12041,0,12471.4,73
375,12041,0,12461.3,73
376,12002,1,12429.7,79
