1,5950,1,5792.62
2,5034,1,5560.12
3,4590,1,5443.5
4,4590,0,5277.18
5,4228,1,5264.88
6,4228,0,5170.73
7,4228,0,4916.76
8,4228,0,4899.25
9,4089,1,4890.36
10,3983,1,4834.81
11,3983,0,4846.19
12,3424,1,4727.41
13,3424,0,4723.52
14,3418,1,4646.66
15,3418,0,4649.2
16,3418,0,4629.1
17,3418,0,4556.74
18,3418,0,4441.4
19,3418,0,4477.75
20,3418,0,4407.2
21,3339,1,4406.31
22,3339,0,4364.04
23,3339,0,4360.36
24,3339,0,4224.64
25,3245,1,4312.64
26,3245,0,4367.88
27,3245,0,4316.45
28,3245,0,4355.76
29,3245,0,4471.27
30,3245,0,4532.75
31,3245,0,4602.35
32,3245,0,4603.44
33,3245,0,4513.81
34,3245,0,4487.8
35,3245,0,4503.69
36,3245,0,4502.39
37,3245,0,4514.59
38,3245,0,4453.38
39,3245,0,4416.16
40,3245,0,4416.05
41,3245,0,4413.41
42,3245,0,4371.56
43,3245,0,4422.2
44,3245,0,4389.44
45,3245,0,4418.52
46,3245,0,4458.69
47,3245,0,4492.75
48,3245,0,4475.86
49,3245,0,4524.14
50,3245,0,4552.54
51,3245,0,4507.57
52,3245,0,4513.25
53,3245,0,4426.69
54,3245,0,4504.71
55,3245,0,4495.02
56,3245,0,4421.52
57,3245,0,4307.21
58,3184,1,4215
59,3184,0,4191.29
60,3144,1,4329.65
61,3144,0,4471.79
62,3144,0,4403.09
63,3144,0,4454.75
64,3144,0,4601.86
65,3144,0,4606.56
66,3144,0,4575.25
67,3144,0,4651.14
68,3144,0,4655.8
69,3144,0,4626.6
70,3144,0,4601.56
71,3144,0,4547.62
72,3144,0,4452.73
73,3144,0,4538.51
74,3144,0,4434.02
75,3144,0,4507.54
76,3144,0,4583.77
77,3144,0,4647.57
78,3144,0,4664.81
79,3144,0,4650.49
80,3144,0,4496.73
81,3144,0,4416.76
82,3144,0,4362.35
83,3144,0,4400.31
84,3144,0,4487.11
85,3144,0,4616.14
86,3144,0,4483.66
87,3144,0,4483.38
88,3144,0,4440.94
