1,6106,1,5679.76
2,5706,1,5510.38
3,5115,1,5322.21
4,5115,0,5257.02
5,4638,1,5157.54
6,4279,1,5138.21
7,4279,0,5087.31
8,3941,1,4967.91
9,3941,0,4905.73
10,3941,0,4773.49
11,3902,1,4727.43
12,3902,0,4585.57
13,3622,1,4531.74
14,3622,0,4496.94
15,3622,0,4601.69
16,3399,1,4532.35
17,3399,0,4490.71
18,3399,0,4487.25
19,3399,0,4515.26
20,3399,0,4406.36
21,3399,0,4447.51
22,3399,0,4456.11
23,3399,0,4458.26
24,3399,0,4492.18
25,3399,0,4481.81
26,3399,0,4468.35
27,3399,0,4478.79
28,3291,1,4470.27
29,3291,0,4397.62
30,3291,0,4389.94
31,3291,0,4208.6
32,3217,1,4164.7
33,3217,0,4111.23
34,3217,0,4107.05
35,3217,0,4132.84
36,3217,0,4048.16
37,3217,0,4195.35
38,2984,1,4105.71
39,2984,0,4019.69
40,2984,0,4004.44
41,2984,0,3953.64
42,2984,0,3951.25
43,2984,0,4096.34
44,2984,0,4134.82
45,2984,0,4135.12
46,2984,0,4220.52
47,2930,1,4204.39
48,2930,0,4115.86
49,2930,0,4015.36
50,2930,0,3969.74
51,2930,0,3793.62
52,2930,0,3674.72
53,2930,0,3696.76
54,2787,1,3699.49
55,2787,0,3667.26
56,2787,0,3791.16
57,2787,0,3827.19
58,2787,0,3833.64
59,2730,1,3887.07
60,2730,0,3946.45
61,2730,0,4019.59
62,2730,0,3969.26
63,2728,1,3892.34
64,2728,0,3819.07
65,2728,0,3850.32
66,2728,0,3740.56
67,2728,0,3796.91
68,2700,1,3832.79
69,2700,0,3902.01
70,2700,0,3957.1
71,2700,0,3995.24
72,2700,0,3960.22
73,2700,0,3932.09
74,2700,0,3903.2
75,2700,0,3836.94
76,2700,0,3829.94
77,2700,0,3757.78
78,2630,1,3816.96
79,2630,0,3831.21
80,2630,0,3830.89
81,2630,0,3763.39
82,2630,0,3742.64
83,2630,0,3750.78
84,2630,0,3727.39
85,2630,0,3742.43
86,2630,0,3765.43
87,2630,0,3700.15
88,2630,0,3723.26
89,2630,0,3771.91
90,2630,0,3809.47
91,2630,0,3727.93
92,2630,0,3540.28
93,2630,0,3539.59
94,2443,1,3504.46
95,2443,0,3497.74
96,2443,0,3467.03
97,2443,0,3554.79
98,2443,0,3551.69
99,2443,0,3518.6
100,2443,0,3596.41
101,2443,0,3648.74
102,2443,0,3735.64
103,2443,0,3771.74
104,2443,0,3748.74
105,2443,0,3735.88
106,2443,0,3662.71
107,2443,0,3675.99
108,2443,0,3641.32
109,2443,0,3619.11
110,2443,0,3577.94
111,2443,0,3652.89
112,2443,0,3555.24
113,2416,1,3528.95
114,2416,0,3510.79
115,2416,0,3458.03
116,2416,0,3408.41
117,2416,0,3361.3
118,2416,0,3327.62
119,2416,0,3468.39
120,2416,0,3531.68
121,2416,0,3551.7
122,2416,0,3567.66
123,2416,0,3646.86
124,2416,0,3625.38
125,2416,0,3575.88
126,2416,0,3641.5
127,2416,0,3638
128,2416,0,3699.5
129,2416,0,3738.18
130,2416,0,3750.38
131,2416,0,3755.22
132,2416,0,3722.68
133,2416,0,3673.43
134,2416,0,3796.38
135,2416,0,3850.88
136,2416,0,3904.47
137,2416,0,3862.6
138,2416,0,3877.8
139,2416,0,3833.56
140,2416,0,3804.99
141,2416,0,3730.24
142,2416,0,3732.03
143,2416,0,3813.36
144,2416,0,3833.4
145,2416,0,3902.95
146,2416,0,3942.84
147,2416,0,3861.72
148,2416,0,3818.9
149,2416,0,3881.47
150,2416,0,3860.09
151,2416,0,3848.25
152,2416,0,3843.99
153,2416,0,3856.28
154,2416,0,3819.7
155,2416,0,3795.44
156,2416,0,3738.78
157,2416,0,3764.09
158,2416,0,3761.82
159,2416,0,3789.93
160,2416,0,3802.71
161,2416,0,3902.04
162,2416,0,3965.78
163,2416,0,3864.5
164,2416,0,3916.09
165,2416,0,3875.29
166,2416,0,3877.59
167,2416,0,3709.5
168,2416,0,3700.79
169,2416,0,3655.61
170,2416,0,3621.26
171,2416,0,3684.72
172,2416,0,3810.57
173,2416,0,3799.31
174,2416,0,3797.79
175,2416,0,3654.55
176,2416,0,3681.97
